id,taxon,genus,species,infraspecific,source,price_eur,acquired_date,status,location,notes
281,Byblis liniflora 'Kingston Rest',Byblis,liniflora,'Kingston Rest',eBay (killerblume),6.99,Feb 2020,lost,,Rarität
30,Calopogon tuberosus,Calopogon,tuberosus,,Gartenbau Carow,38.8,May 2019,alive,,
241,Catopsis berteroniana,Catopsis,berteroniana,,Araflora,See notes,,lost,,From growlist
116,Cattleya aclandiae ('Black Hole' x Black Rock) x select,Cattleya,aclandiae (,'Black Hole' x Black Rock) x select,Großräschener Orchideen,25,Nov 2023,alive,,
264,Cattleya walkeriana f. semialba 'Tokyo No.1' AM/AOS,Cattleya,walkeriana,f. semialba 'Tokyo No.1' AM/AOS,Claessen Orchids & Plants,79.95,Nov 2023,alive,,10cm; weather insurance €3.95
275,Cattleya walkeriana coerulea 'Blu Monarch' x 'ABC',Cattleya,walkeriana coerulea,'Blu Monarch' x 'ABC',Lo Scrigno di Nebbia,70,Dec 2023,alive,,Ordered by Federica Zoppoli
28,Cephalotus follicularis,Cephalotus,follicularis,,Giardino Carnivoro,22,Jan 2017,alive,,
130,Cephalotus f. 'Eden Black',Cephalotus,f.,'Eden Black',Nature et Paysages,70,Jan 2017,lost,,Bouturage (cutting); 4cm diameter
135,Cephalotus f. 'Eden Black',Cephalotus,f.,'Eden Black',Taudan & Plants,69,Mar 2019,lost,,"Tobias Sicking, Gescher; vendor now defunct; €13.99 DHL shipping"
349,Cephalotus f. 'Hummer's Giant',Cephalotus,f.,'Hummer's Giant',David Maccioni,,,alive,,
111,Ceratochilus biglandulosus,Ceratochilus,biglandulosus,,Großräschener Orchideen,17,Apr 2024,alive,,
300,Ceratophyllum demersum,Ceratophyllum,demersum,,Eta Beta Vivaio,5,Feb 2025,lost,,Swapped from Elodea canadensis per user request
248,Chiloschista himalaica,Chiloschista,himalaica,,Orchids & more,14,Oct 2024,alive,,Size (B)
249,Chiloschista lunifera,Chiloschista,lunifera,,Orchids & more,16,Oct 2024,lost,,Size (B)
110,Chytroglossa aurata,Chytroglossa,aurata,,Großräschener Orchideen,15,Apr 2024,lost,,
295,Cladophora aegagropila,Cladophora,aegagropila,,Vivai le Georgiche,20,Mar 2020,lost,,Marimo; 5-7cm
244,Cleisostoma arietinum,Cleisostoma,arietinum,,Orchids & more,12,Apr 2024,alive,,Size (B)
126,Coelogyne schilleriana,Coelogyne,schilleriana,,Currlin Orchideen,18.22,Dec 2021,lost,,
250,Comparettia falcata,Comparettia,falcata,,Orchids & more,12,Oct 2024,alive,,Size (J1)
80,Cymbidium Kiwi Midnight 'Geyserland',Cymbidium,Kiwi Midnight,'Geyserland',Celandroni Orchidee,60,Dec 2020,given,,Christmas gift
381,Cyperus papyrus,Cyperus,papyrus,,,,,alive,,
19,Darlingtonia californica,Darlingtonia,californica,,Giardino Carnivoro,18,Nov 2019,lost,,"90cm tall, from seed"
32,Darlingtonia californica,Darlingtonia,californica,,Gartenbau Carow,32,Mar 2019,lost,,"Blühfähig (flowering size), 12er Topf"
152,Darlingtonia californica,Darlingtonia,californica,,Klein Carnivors,16,Feb 2017,lost,,Invoice #1911
233,Darlingtonia californica,Darlingtonia,californica,,Andrea Fontana,See notes,,lost,,From growlist; date unknown
83,Darwinara Charm 'Blue Star',Darwinara,Charm,'Blue Star',Celandroni Orchidee,35,Nov 2019,lost,,
263,Darwinara Charm 'Blue Moon',Darwinara,Charm,'Blue Moon',Claessen Orchids & Plants,54.04,Mar 2023,alive,,Weather insurance €3.95 included in subtotal
167,Davallia repens,Davallia,repens,,Klein Carnivors,12,Jan 2020,lost,,Dtf_14; invoice #3559
346,Davallia fejeensis,Davallia,fejeensis,,From growlist (May 2020),See notes,,lost,,Vendor/date unknown
82,Dendrobium Betty Goto f. coerulea,Dendrobium,Betty Goto,f. coerulea,Celandroni Orchidee,22,Jan 2020,alive,,
108,Dendrobium cyanocentrum 'Blau',Dendrobium,cyanocentrum,'Blau',Großräschener Orchideen,95,Nov 2024,alive,,Blue form
114,Dendrobium jenkinsii,Dendrobium,jenkinsii,,Großräschener Orchideen,18,Apr 2024,alive,,
123,Dendrobium cuthbertsonii,Dendrobium,cuthbertsonii,,Großräschener Orchideen,28,Nov 2022,lost,,Mounted when available
125,Dendrobium lamyaiae,Dendrobium,lamyaiae,,Currlin Orchideen,18.22,Dec 2021,alive,,
257,Dendrobium hellwigianum,Dendrobium,hellwigianum,,Ecuagenera Europe,31.56,Apr 2024,alive,,
267,Dendrobium cuthbertsonii 'Yellow',Dendrobium,cuthbertsonii,'Yellow',Claessen Orchids & Plants,39.95,Nov 2023,alive,,5.5cm
276,Dendrobium victoriae-reginae,Dendrobium,victoriae-reginae,,Orchis Mundi,35,Apr 2021,alive,,
329,Dendrobium speciosum,Dendrobium,speciosum,,From growlist (May 2020),See notes,,alive,,Vendor/date unknown
330,Dendrobium loddigesii,Dendrobium,loddigesii,,From growlist (May 2020),See notes,,alive,,Vendor/date unknown
331,Dendrobium trantuanii,Dendrobium,trantuanii,,From growlist (May 2020),See notes,,alive,,Vendor/date unknown
368,Dendrobium 'Berry Oda',Dendrobium,,'Berry Oda',Re di Fiori Vivai,,,alive,,Ibrido australiano (D. kingianum × D. 'Mini Pearl')
92,Dionaea muscipula 'All Red Giant Form',Dionaea,muscipula,'All Red Giant Form',Carnivoria.eu,10,Mar 2016,alive,,6-8cm
93,Dionaea muscipula 'Akai Ryu',Dionaea,muscipula,'Akai Ryu',Carnivoria.eu,8,Mar 2016,alive,,4-6cm
94,Dionaea muscipula 'Gold Strike',Dionaea,muscipula,'Gold Strike',Carnivoria.eu,15,Mar 2016,alive,,4-6cm
95,Dionaea muscipula 'Crocodile',Dionaea,muscipula,'Crocodile',Carnivoria.eu,20,Mar 2016,alive,,6-8cm
96,Dionaea muscipula 'Dracula',Dionaea,muscipula,'Dracula',Carnivoria.eu,50,Mar 2016,alive,,6-8cm
97,Dionaea muscipula 'Great Line',Dionaea,muscipula,'Great Line',Carnivoria.eu,12,Mar 2016,alive,,5-8cm
98,Dionaea muscipula 'Alien',Dionaea,muscipula,'Alien',Carnivoria.eu,40,Mar 2016,alive,,8-10cm
99,Dionaea muscipula 'B52',Dionaea,muscipula,'B52',Carnivoria.eu,20,Mar 2016,alive,,8-12cm
143,Dionaea muscipula 'Spider',Dionaea,muscipula,'Spider',Klein Carnivors,See notes,Apr 2016,alive,,From growlist
144,Dionaea muscipula 'Coquillage',Dionaea,muscipula,'Coquillage',Klein Carnivors,See notes,Apr 2016,alive,,From growlist
151,Dionaea muscipula 'La Grosse à GuiGui',Dionaea,muscipula,'La Grosse à GuiGui',Klein Carnivors,20,Feb 2017,alive,,Bily's giant form; invoice #1911
161,Dionaea muscipula 'Petite Dragon',Dionaea,muscipula,'Petite Dragon',Klein Carnivors,See notes,Feb 2017,alive,,From growlist; not itemized on invoice #1911 (possible bonus/extra)
175,Dionaea muscipula 'SD Kronos',Dionaea,muscipula,'SD Kronos',Luca Gambini,See notes,Mar 2020,alive,,From growlist
180,Dionaea muscipula 'Funnel Trap',Dionaea,muscipula,'Funnel Trap',Alessandro Ferri,See notes,2016,alive,,
202,Dionaea muscipula 'Clayton Volcanic Red',Dionaea,muscipula,'Clayton Volcanic Red',Diflora,See notes,2019,alive,,Alveolo; part of 150€ order (13 items)
203,Dionaea muscipula 'Whip Long Lash',Dionaea,muscipula,'Whip Long Lash',Diflora,See notes,2019,alive,,Alveolo; part of 150€ order; name corrected from 'WIP' via growlist
204,Dionaea muscipula 'Long Snapper',Dionaea,muscipula,'Long Snapper',Diflora,See notes,2019,alive,,Alveolo; part of 150€ order
205,Dionaea muscipula 'Trevis Red Dentate',Dionaea,muscipula,'Trevis Red Dentate',Diflora,See notes,2019,alive,,Alveolo; part of 150€ order
206,Dionaea muscipula 'Miss Pimbèche',Dionaea,muscipula,'Miss Pimbèche',Diflora,See notes,2019,alive,,Alveolo; part of 150€ order
207,Dionaea muscipula 'Periscope',Dionaea,muscipula,'Periscope',Diflora,See notes,2019,alive,,Alveolo; part of 150€ order
208,Dionaea muscipula 'Phalanx',Dionaea,muscipula,'Phalanx',Diflora,See notes,2019,alive,,Alveolo; part of 150€ order
213,Dionaea muscipula 'Werewolf',Dionaea,muscipula,'Werewolf',Diflora,See notes,2019,alive,,Part of 150€ order
215,Dionaea muscipula 'DC XL',Dionaea,muscipula,'DC XL',Diflora,See notes,Apr 2019,alive,,From growlist
217,Dionaea muscipula 'Kim Jong Un',Dionaea,muscipula,'Kim Jong Un',Paolo Mattevi,25,2020,lost,,Part of 225€ order
218,Dionaea muscipula 'G5 Hellcat',Dionaea,muscipula,'G5 Hellcat',Paolo Mattevi,40,2020,alive,,Part of 225€ order
219,Dionaea muscipula 'Miss Pimbeche',Dionaea,muscipula,'Miss Pimbeche',Paolo Mattevi,10,2020,alive,,Part of 225€ order
220,Dionaea muscipula 'Triton',Dionaea,muscipula,'Triton',Paolo Mattevi,6,2020,alive,,Part of 225€ order
221,Dionaea muscipula 'H25 BCP',Dionaea,muscipula,'H25 BCP',Paolo Mattevi,7,2020,alive,,Part of 225€ order
222,Dionaea muscipula 'Yellow Orange',Dionaea,muscipula,'Yellow Orange',Paolo Mattevi,5,2020,alive,,Part of 225€ order
223,Dionaea muscipula 'Galaxy',Dionaea,muscipula,'Galaxy',Paolo Mattevi,9,2020,alive,,Part of 225€ order
224,Dionaea muscipula 'Pluto',Dionaea,muscipula,'Pluto',Paolo Mattevi,6,2020,alive,,Part of 225€ order
225,Dionaea muscipula 'Black Star',Dionaea,muscipula,'Black Star',Paolo Mattevi,18,2020,alive,,Part of 225€ order
226,Dionaea muscipula 'Feather Tooth',Dionaea,muscipula,'Feather Tooth',Paolo Mattevi,9,2020,alive,,Part of 225€ order
227,Dionaea muscipula 'GJ Giant Cudo',Dionaea,muscipula,'GJ Giant Cudo',Paolo Mattevi,See notes,May 2020,alive,,From growlist
228,Dionaea muscipula 'Bimbo',Dionaea,muscipula,'Bimbo',Paolo Mattevi,See notes,May 2020,lost,,From growlist
229,Dionaea muscipula 'Jaw Smiley x Big DM',Dionaea,muscipula,'Jaw Smiley x Big DM',Paolo Mattevi,See notes,May 2020,lost,,From growlist
230,Dionaea muscipula 'Fused Teeth',Dionaea,muscipula,'Fused Teeth',Andrea Fontana,See notes,Jan 2017,alive,,From growlist
231,Dionaea muscipula 'Freaky Star',Dionaea,muscipula,'Freaky Star',Andrea Fontana,See notes,Apr 2019,alive,,From growlist
363,Dionaea muscipula da seme (seedling),Dionaea,muscipula da seme (seedling),,,,,alive,,
364,Dionaea muscipula 'BCP Clone H25',Dionaea,muscipula,'BCP Clone H25',Paolo Mattevi,,,alive,,
365,Dionaea muscipula 'Charlie Mandon Spotted',Dionaea,muscipula,'Charlie Mandon Spotted',Paolo Mattevi,,,alive,,
122,Dracula simia,Dracula,simia,,Ecuagenera Europe,35,Nov 2022,alive,,Mounted when available
140,Dracula lotax,Dracula,lotax,,Großräschener Orchideen,See notes,Mar 2016,alive,,"Orchid; temperate grower, very small form"
195,Dracula vlad-tepes,Dracula,vlad-tepes,,Großräschener Orchideen,17.5,2016,alive,,Part of €116.50 order
252,Dracula pholeodytes,Dracula,pholeodytes,,Ecuagenera Europe,51.4,Mar 2023,alive,,
396,Dracula Raven 'Jet',Dracula,Raven,'Jet',Ecuagenera,,,alive,,Hybrid: D. vampira × D. roezlii
397,Dracula 'Fake' hirsuta 'Yellow',Dracula,,'Fake' hirsuta 'Yellow',Ecuagenera Europe,,,alive,,Uncertain ID; possibly hirsuta f. xanthina
20,Drosera capensis alba,Drosera,capensis alba,,Giardino Carnivoro,6,Nov 2019,given,,
31,Drosera capensis 'Red',Drosera,capensis,'Red',Gartenbau Carow,7.2,May 2019,alive,,
33,Drosera capensis 'Broad Leaf',Drosera,capensis,'Broad Leaf',Gartenbau Carow,See notes,Apr 2020,alive,,Best.Nr: DRCF; part of €74.30 order (5 items + €20 shipping)
34,Drosera gigantea,Drosera,gigantea,,Gartenbau Carow,See notes,Apr 2020,lost,,Best.Nr: DRGI; part of €74.30 order
38,Drosera regia,Drosera,regia,,Gartenbau Carow,See notes,Apr 2021,alive,,Best.Nr: DRREX; blühreife Pflanze (flowering size); part of €77.60 order
89,Drosera falconeri 'Wangi form',Drosera,falconeri,'Wangi form',Carnivoria.eu,12,Feb 2017,lost,,5-7cm
101,Drosera ordensis,Drosera,ordensis,,Carnivoria.eu,10,Feb 2016,lost,,"Timber Creek, NT; 3-6cm; very hairy form"
134,Drosera × Solaris,Drosera,× Solaris,,Giacomo Mehle / Drosera Solaris,12.8,Nov 2016,lost,,Hybrid
166,Drosera capensis 'Bainskloof',Drosera,capensis,'Bainskloof',Klein Carnivors,10,Jan 2020,alive,,Dro_8; invoice #3559
209,Drosera capensis var. alba,Drosera,capensis,var. alba,Diflora,See notes,2019,lost,,Vaso piccolo; part of 150€ order
210,Drosera capensis 'Giant Form',Drosera,capensis,'Giant Form',Diflora,See notes,2019,given,,Vaso piccolo; part of 150€ order
211,Drosera cistiflora,Drosera,cistiflora,,Diflora,See notes,2019,lost,,Vaso piccolo; part of 150€ order
212,Drosera regia,Drosera,regia,,Diflora,See notes,2019,lost,,Vaso grande; part of 150€ order
214,Drosera capensis 'Hairy Form',Drosera,capensis,'Hairy Form',Diflora,See notes,2019,alive,,Part of 150€ order
366,Drosera filiformis 'Florida Giant',Drosera,filiformis,'Florida Giant',,,,alive,,
367,Drosera capensis (typical),Drosera,capensis (typical),,,,,alive,,
369,Drosera tubaestylis 'Large',Drosera,tubaestylis,'Large',Allen Lowrie,,,alive,,"Tuberous, Lowrie & Marchant 1992"
370,Drosera macrantha subsp. eremaea,Drosera,macrantha,subsp. eremaea,Allen Lowrie,,,alive,,Tuberous
371,Drosera zonaria 'Large',Drosera,zonaria,'Large',Allen Lowrie,,,alive,,Tuberous
240,Drosophyllum lusitanicum,Drosophyllum,lusitanicum,,Rita Corino,See notes,,lost,,Grown from seed (da seme); from growlist
341,Eleocharis acicularis,Eleocharis,acicularis,,From growlist (May 2020),See notes,,alive,,Vendor/date unknown
293,Elodea crispa,Elodea,crispa,,Vivai le Georgiche,4,Mar 2020,lost,,Peste d'acqua; Vaso Ø12cm
109,Fernandezia subbiflora,Fernandezia,subbiflora,,Großräschener Orchideen,28,Apr 2024,lost,,
84,Fredclarkeara After Dark,Fredclarkeara,After Dark,,Celandroni Orchidee,60,Nov 2019,lost,,
268,Gastrochilus japonicus,Gastrochilus,japonicus,,Varesina Orchidee,26,Jun 2023,alive,,Zattera (mounted)
283,Genlisea africana,Genlisea,africana,,eBay (heliamphorina),See notes,Feb 2022,alive,,Part of €24 order (multiple Genlisea spp.)
284,"Genlisea aurea (Chapada dos Guimarães, MG)",Genlisea,"aurea (Chapada dos Guimarães, MG)",,eBay (heliamphorina),See notes,Feb 2022,lost,,Part of €24 order
285,Genlisea flexuosa,Genlisea,flexuosa,,eBay (heliamphorina),See notes,Feb 2022,lost,,Part of €24 order
286,Genlisea violacea,Genlisea,violacea,,eBay (heliamphorina),See notes,Feb 2022,lost,,Part of €24 order
337,Habenaria radiata,Habenaria,radiata,,From growlist (May 2020),See notes,,alive,,Vendor/date unknown
3,Heliamphora minor var. pilosa (Auyan) Clone 3,Heliamphora,minor,var. pilosa (Auyan) Clone 3,Andreas Wistuba,205.61,Mar 2023,alive,,Adult pitchers - young
4,Heliamphora ionasi 'Elegance',Heliamphora,ionasi,'Elegance',Andreas Wistuba,82.24,Jan 2023,alive,,"Adult pitchers, young plant"
5,Heliamphora macdonaldae (Cerro Duida) ISC,Heliamphora,macdonaldae (Cerro Duida) ISC,,Andreas Wistuba,123.36,Jan 2023,alive,,"Adult pitchers, young plant"
7,Heliamphora pulchella (Akopan Tepui),Heliamphora,pulchella (Akopan Tepui),,Andreas Wistuba,20,Mar 2016,alive,,Was temporarily unavailable; eventually shipped
9,Heliamphora purpurascens × ionasii (Red Giant),Heliamphora,purpurascens × ionasii (Red Giant),,Andreas Wistuba,100,Mar 2016,alive,,"Adult pitchers; first shipment was juvenile, replaced free via order #12435"
10,Heliamphora minor Clone 4,Heliamphora,minor Clone 4,,Andreas Wistuba,30,Mar 2016,alive,,Adult pitchers
12,Heliamphora pulchella (Amuri Tepui),Heliamphora,pulchella (Amuri Tepui),,Andreas Wistuba,25,May 2016,alive,,Separate from the Akopan Tepui pulchella
13,Heliamphora minor 'Burgundy Black',Heliamphora,minor,'Burgundy Black',Andreas Wistuba,45,Oct 2016,alive,,Adult pitchers; re-order after unpaid order 13022
15,Heliamphora 'Godzilla',Heliamphora,,'Godzilla',Andreas Wistuba,100,Jul 2021,alive,,Clone: AW-H_Godz; Juvenile
70,Holcoglossum flavescens,Holcoglossum,flavescens,,Celandroni Orchidee,22.72,Nov 2023,alive,,
242,Holcoglossum tsii,Holcoglossum,tsii,,Orchids & more,14,Apr 2024,alive,,Size (B)
266,Holcoglossum amesianum,Holcoglossum,amesianum,,Claessen Orchids & Plants,17.95,Nov 2023,alive,,9cm
403,Holcoglossum quasispinifolium,Holcoglossum,quasispinifolium,,Nardotto e Capello,,,lost,,
288,Iris versicolor,Iris,versicolor,,Water Plants Italy,4.5,Mar 2020,alive,,Pianta con zolla di terra (with soil)
342,Iris louisiana 'Bout Midnight',Iris,louisiana,'Bout Midnight',From growlist (May 2020),See notes,,alive,,Vendor/date unknown; confirmed in growlist
269,Isabelia pulchella,Isabelia,pulchella,,Varesina Orchidee,24,Jun 2023,alive,,Zattera (mounted)
120,Laelia ghillanyi,Laelia,ghillanyi,,Großräschener Orchideen,23,Feb 2023,alive,,
262,Laelia briegeri,Laelia,briegeri,,Ecuagenera.com,20.68,Dec 2022,lost,,Originally $22.00 USD (Dec 2022 rate ~0.94); separate CITES from order #98863
384,Laelia milleri,Laelia,milleri,,eBay,,,alive,,
404,Laelia lundii coerulea,Laelia,lundii coerulea,,Nardotto e Capello,,,alive,,
168,Lecanopteris lomarioides,Lecanopteris,lomarioides,,Klein Carnivors,35,Jan 2020,lost,,Lec_11; ant fern; invoice #3559
294,Lemna minor,Lemna,minor,,Vivai le Georgiche,4,Mar 2020,lost,,Lenticchia d'acqua; Vaso Ø12cm
270,Lepanthopsis astrophora,Lepanthopsis,astrophora,,Varesina Orchidee,22,Jun 2023,alive,,Vaso (potted)
103,Leptotes bicolor,Leptotes,bicolor,,Orchideria di Morosolo,15,May 2023,alive,,Su zattera (mounted)
347,Leucobryum glaucum,Leucobryum,glaucum,,From growlist (May 2020),See notes,,lost,,Vendor/date unknown; cushion moss
245,Macroclinium manabinum,Macroclinium,manabinum,,Orchids & more,12,Apr 2024,alive,,Size (B)
112,Masdevallia decumana,Masdevallia,decumana,,Großräschener Orchideen,28,Apr 2024,alive,,
113,Masdevallia xanthina red,Masdevallia,xanthina red,,Großräschener Orchideen,28,Apr 2024,alive,,Red form
115,Masdevallia glandulosa,Masdevallia,glandulosa,,Großräschener Orchideen,23.95,Apr 2024,lost,,
119,Masdevallia lucernula,Masdevallia,lucernula,,Großräschener Orchideen,25,Nov 2023,alive,,
254,Masdevallia Devil's Heart,Masdevallia,Devil's Heart,,Ecuagenera Europe,15.32,Nov 2023,alive,,Hybrid
258,Masdevallia coccinea 'Anchota',Masdevallia,coccinea,'Anchota',Ecuagenera Europe,27.04,Apr 2024,lost,,
405,Masdevallia caudata 'Gigi',Masdevallia,caudata,'Gigi',Ecuagenera,,,alive,,
247,Maxillaria sophronitis,Maxillaria,sophronitis,,Orchids & more,14,Oct 2024,alive,,Size (B)
359,Maxillaria tenuifolia,Maxillaria,tenuifolia,,,,,alive,,Fiori profumo di cocco
117,Mediocalcar decoratum,Mediocalcar,decoratum,,Großräschener Orchideen,11.95,Nov 2023,alive,,
124,Mediocalcar bifolium,Mediocalcar,bifolium,,Großräschener Orchideen,15,Nov 2022,lost,,Mounted when available
243,Nageliella purpurea,Nageliella,purpurea,,Orchids & more,14,Apr 2024,alive,,Size (B)
67,Neofinetia falcata 'Benitengu' 紅天狗,Neofinetia,falcata,'Benitengu' 紅天狗,Celandroni Orchidee,55,May 2025,alive,,
216,Neofinetia falcata 'Akausagi' (赤兎),Neofinetia,falcata,'Akausagi' (赤兎),Negie Orchids,761.04,Nov 2020,alive,,"Originally $906.00 USD (Nov 2020 rate ~0.84); near blooming size with many babies; CITES + Phytosanitary + EMS shipping included; from Kiyoshige Negi, Japan"
382,Neofinetia falcata,Neofinetia,falcata,,Großräschener Orchideen,,2017,alive,,
71,Neostylis Lou Sneary,Neostylis,Lou Sneary,,Celandroni Orchidee,27.27,Nov 2023,alive,,Neofinetia falcata x Rhynchostylis coelestis var coerulea
1,Nepenthes pitopangii 'Ivory Colored Form' Clone:01,Nepenthes,pitopangii,'Ivory Colored Form' Clone:01,Andreas Wistuba,51.4,Mar 2024,alive,,Rooted cutting
2,Nepenthes aristolochioides (Sumatra) Clone:NM03,Nepenthes,aristolochioides (Sumatra) Clone:NM03,,Andreas Wistuba,61.68,Jan 2023,alive,,Ø5-8cm
6,Nepenthes inermis (Gunung Gadut),Nepenthes,inermis (Gunung Gadut),,Andreas Wistuba,20,Mar 2016,alive,,
8,Nepenthes 'Fake Pitopangii',Nepenthes,,'Fake Pitopangii',Andreas Wistuba,80,Mar 2016,alive,,Originally sold as N. pitopangii (Ivory Colored Form)
11,Nepenthes tenuis 'Reddish Leaves' (West Sumatra),Nepenthes,tenuis,'Reddish Leaves' (West Sumatra),Andreas Wistuba,80,May 2016,alive,,
16,Nepenthes argentii,Nepenthes,argentii,,Giardino Carnivoro,42.9,Jun 2023,alive,,"Sibuyan, Philippines; Size M"
17,Nepenthes micramphora,Nepenthes,micramphora,,Giardino Carnivoro,34.9,Jun 2023,alive,,"Mount Hamiguitan, Mindanao; Size M"
